1 2 3
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/178.java

1 2 3
9 2 8
19 1 18
15 2 22
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
18 1 10
5 2 1
19 1 17
7 2 20
19 1 13
14 1 1
22 2 23
1 4 1
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
13 2 17
5 2 5
1 1 11
1 2 11
6 1 1
21 2 30
10 2 10
15 2 15
26 1 7
23 1 19
30 1 22
10 1 1
14 1 13
3 1 2
26 1 6
2 1 10
11 1 10
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
23 1 20
20 1 26
10 1 8
20 1 16
10 1 12
20 1 23
8 2 9
6 2 1
16 1 10
27 1 1
20 1 10
8 2 1
17 2 18
27 1 5
4 2 27
19 2 20
1 2 13
27 1 20
1 1 8
22 1 21
2 2 2
10 1 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/180.java

1 2 3
9 2 8
1 4 1
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
4 2 27
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
6 1 1
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 5 1
24 1 20
8 2 1
27 1 5
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1816.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
30 1 22
10 1 1
22 2 25
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
22 2 22
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
8 2 8
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 4 1
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1828.java

1 2 3
9 2 8
1 4 1
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
27 1 5
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1836.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1848.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
5 2 1
28 1 27
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
16 2 25
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1864.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
20 1 22
26 1 5
4 2 27
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
6 1 1
21 2 30
5 2 1
28 1 27
25 1 10
26 1 7
30 1 22
10 1 1
22 2 25
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 5 1
24 1 20
8 2 1
27 1 5
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1874.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1900.java

1 2 3
9 2 8
8 2 12
15 2 22
15 1 14
4 1 3
28 1 27
34 1 17
10 1 9
2 1 10
20 1 33
7 2 20
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
20 1 31
34 1 20
26 1 5
13 1 10
22 1 17
5 2 1
1 2 8
12 1 3
26 1 20
5 2 6
1 1 11
1 2 11
12 1 1
6 1 1
17 2 20
20 1 34
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
11 1 10
21 1 20
33 1 10
26 1 1
14 1 6
16 2 31
28 1 4
22 2 34
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
33 2 16
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
8 2 1
27 1 5
4 2 27
15 2 15
27 1 20
1 1 8
22 1 21
2 2 2
31 2 33
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1915.java

1 2 3
19 1 18
15 2 22
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
18 1 10
19 1 17
7 2 20
19 1 13
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
13 2 17
4 2 27
12 1 1
5 2 1
15 2 15
26 1 7
23 1 19
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
23 2 22
2 1 10
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
23 1 20
16 2 23
20 1 26
10 1 8
20 1 16
16 2 16
10 1 12
20 1 23
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
17 2 18
27 1 5
19 2 20
1 2 13
27 1 20
1 1 8
22 1 21
2 2 2
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1934.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
7 2 20
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
2 2 2
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1949.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
30 1 22
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1960.java

1 2 3
15 2 22
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
5 2 1
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1964.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
15 2 22
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
30 1 22
10 1 1
22 2 25
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
22 2 22
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
8 2 8
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
1 4 1
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1975.java

1 2 3
9 2 8
19 1 18
30 2 30
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
18 1 10
19 1 17
19 1 13
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
13 2 17
4 2 27
6 1 1
21 2 30
5 2 1
15 2 15
26 1 7
23 1 19
30 1 22
10 1 1
14 1 13
30 2 24
3 1 2
26 1 6
23 2 22
2 1 10
21 1 20
8 2 12
22 2 22
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
23 1 20
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
20 1 23
8 2 9
6 2 1
16 1 10
1 4 1
27 1 1
24 1 20
8 2 1
17 2 18
27 1 5
19 2 20
1 2 13
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/1995.java

1 2 3
19 1 18
15 2 22
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
18 1 10
19 1 17
7 2 20
19 1 13
14 1 1
22 2 23
1 4 1
20 1 15
1 2 7
20 1 22
20 1 31
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
13 2 17
5 2 5
4 2 27
6 1 1
5 2 1
15 2 15
26 1 7
23 1 19
17 2 21
10 1 1
1 5 1
27 1 1
3 1 2
26 1 6
23 2 22
2 1 10
21 1 20
8 2 12
26 1 1
14 1 6
16 2 31
28 1 4
23 2 23
17 1 10
23 1 20
20 1 26
10 1 8
20 1 16
16 2 16
10 1 12
20 1 23
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
17 2 18
27 1 5
19 2 20
1 2 13
27 1 20
1 1 8
22 1 21
2 2 2
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2001.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
4 2 27
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
6 1 1
5 2 1
28 1 27
25 1 10
26 1 7
30 1 22
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 5 1
24 1 20
8 2 1
27 1 5
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2012.java

1 2 3
30 2 30
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
30 1 22
10 1 1
22 2 25
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
1 4 1
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2036.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
16 2 22
20 1 22
20 1 39
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
5 2 1
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2054.java

1 2 3
15 2 22
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
7 2 20
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
16 2 15
4 2 27
6 1 1
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
2 2 2
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/206.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
7 2 20
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
16 2 15
4 2 27
6 1 1
21 2 30
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
1 2 13
30 1 22
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
16 1 10
1 4 1
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
2 2 2
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2067.java

1 2 3
19 1 18
20 1 10
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
18 1 10
19 1 17
7 2 20
19 1 13
14 1 1
16 2 16
15 2 22
20 1 15
21 2 24
20 1 22
26 1 5
13 1 10
22 1 17
5 2 1
1 2 8
12 1 3
26 1 20
5 2 6
13 2 17
5 2 5
1 1 11
1 2 11
6 1 1
10 2 10
28 1 27
25 1 10
26 1 7
23 1 19
17 2 21
10 1 1
22 2 25
14 1 13
3 1 2
26 1 6
23 2 22
2 1 10
11 1 10
21 1 20
8 2 12
1 4 1
22 2 15
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
23 1 20
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
15 2 15
20 1 23
8 2 9
6 2 1
16 1 10
15 2 23
27 1 1
24 1 20
8 2 1
17 2 18
27 1 5
4 2 27
19 2 20
1 2 7
1 2 13
27 1 20
1 1 8
22 1 21
2 2 2
10 1 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2072.java

1 2 3
9 2 8
1 4 1
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
16 2 25
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2087.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
2 1 10
22 2 37
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
20 1 31
26 1 5
13 1 10
22 1 17
5 2 1
1 2 8
12 1 3
26 1 20
5 2 6
37 2 37
12 1 1
17 2 20
20 1 37
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
16 2 31
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
37 1 20
37 1 17
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
37 2 22
8 2 1
27 1 5
4 2 27
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2096.java

1 2 3
9 2 8
8 2 12
1 4 1
15 1 14
4 1 3
20 1 25
34 1 17
10 1 9
2 1 10
20 1 33
16 2 16
14 1 1
10 1 8
20 1 15
1 2 7
16 2 22
20 1 22
20 1 31
34 1 20
26 1 5
13 1 10
22 1 17
5 2 1
1 2 8
12 1 3
26 1 20
5 2 6
5 2 5
4 2 27
12 1 1
6 1 1
17 2 20
20 1 34
15 2 16
28 1 27
25 1 10
26 1 7
1 2 13
34 2 25
17 2 21
10 1 1
42 2 16
27 1 1
3 1 2
26 1 6
21 1 20
33 1 10
31 2 42
26 1 1
14 1 6
16 2 31
28 1 4
22 2 34
1 5 1
17 1 10
22 2 22
20 1 26
20 1 42
20 1 16
33 2 16
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
31 2 33
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2112.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2131.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
2 1 10
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2144.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
20 1 25
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
5 2 1
28 1 27
25 1 10
26 1 7
1 2 13
17 2 21
10 1 1
22 2 25
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
22 2 22
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2151.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
22 2 22
26 1 7
1 2 13
30 1 22
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
10 1 12
8 2 9
6 2 1
16 1 10
1 4 1
14 1 13
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2168.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
28 1 27
6 1 1
10 1 9
2 1 10
14 1 1
5 2 5
15 2 22
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
12 1 1
21 2 30
5 2 1
22 2 22
26 1 7
1 2 13
30 1 22
10 1 1
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 4 1
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2184.java

1 2 3
9 2 8
30 2 30
15 1 14
4 1 3
20 1 25
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
1 2 7
16 2 22
20 1 22
26 1 5
4 2 27
22 1 17
22 1 30
1 2 8
12 1 3
26 1 20
5 2 6
6 1 1
21 2 30
5 2 1
15 2 16
28 1 27
25 1 10
26 1 7
30 1 22
10 1 1
22 2 25
27 1 1
30 2 24
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
1 5 1
24 1 20
8 2 1
27 1 5
15 2 15
27 1 20
1 1 8
22 1 21
7 2 20
17 2 21
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2199.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
2 1 10
7 2 20
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
22 2 16
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
2 2 2
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2213.java

1 2 3
9 2 8
15 2 22
15 1 14
4 1 3
28 1 27
12 1 1
10 1 9
2 1 10
16 2 16
14 1 1
5 2 5
1 4 1
20 1 15
21 2 24
16 2 22
20 1 22
26 1 5
13 1 10
22 1 17
1 2 8
12 1 3
26 1 20
5 2 6
4 2 27
6 1 1
5 2 1
22 2 22
26 1 7
1 2 13
17 2 21
10 1 1
27 1 1
3 1 2
26 1 6
21 1 20
8 2 12
26 1 1
14 1 6
28 1 4
1 5 1
17 1 10
20 1 26
10 1 8
20 1 16
22 1 24
10 1 12
8 2 9
6 2 1
16 1 10
14 1 13
24 1 20
8 2 1
27 1 5
15 2 15
1 2 7
27 1 20
1 1 8
22 1 21
7 2 20
2 1 1
1 2 20
1 1 1
? 1 JavaProgramData/93/2226.java

1 2 3
9 2 8
15 2 22
15 1 14
